header,apn,address,hearing_officer,program_analyst,petition_type,date_filed,hearing_date,mediation_date,appeal_hearing_date,case_progress,grounds_tenant,grounds_landlord,date_scraped
"CASE NUMBER:  T22-0006   
 Petition Number:  14977",,1174 63RD ST,Barbara Cohen,Ava Silveira,Tenant,12-28-2021,,,,"ACTIVITY STATUS
DATE OF ACTIVITY
Petition submitted Submitted
12-28-2021
Additional documentation Submitted
12-30-2021
Additional documentation Submitted
12-30-2021
Deficient Completed
01-25-2022
Analyst Assigned Completed
01-25-2022
Hearing Officer Assigned Completed
01-25-2022
Case assigned Action needed
01-25-2022
Updated Party Contact Information Submitted
01-25-2022
Updated Party Contact Information Submitted
01-25-2022
Notice of Incomplete Petition Notification sent
02-08-2022","GROUNDS DESCRIPTION
Allowable Amount I received a rent increase above the allowable amount.
Notice to Tenants  I received a rent increase that I believe is unlawful because I was not given proper notice, was not properly served, and/or was not provided with the required RAP Notice (“Notice to Tenants of the Residential Rent Adjustment Program”).
Code Violation I received a rent increase and do not believe I should have to pay it because a government agency has cited my unit for serious health, safety, fire, or building code violations. (You must attach copy of citation to petition.)
Unlawfully charged I am being unlawfully charged for utilities",,2022-03-22
"CASE NUMBER:  T22-0007   
 Petition Number:  14976",,"1461 ALICE ST
701",Linda Moroz,Robert Costa,Tenant,12-28-2021,03-07-2022,,,"ACTIVITY STATUS
DATE OF ACTIVITY
Petition submitted Submitted
12-28-2021
Additional documentation Submitted
12-28-2021
Analyst Assigned Completed
01-25-2022
Hearing Officer Assigned Completed
01-25-2022
Hearing date scheduled Completed
03-07-2022
Case assigned Completed
01-25-2022
Updated Party Contact Information Submitted
01-25-2022
Updated Party Contact Information Submitted
01-25-2022
Updated Party Contact Information Submitted
01-25-2022
Notice of case mailed Completed
02-04-2022
Owner response submitted Completed
02-02-2022
Other Completed
02-11-2022
Other Completed
02-25-2022
Hearing Completed/Decision In-Process Completed
03-09-2022","GROUNDS DESCRIPTION
Fewer housing services The property owner is providing me with fewer housing services than I previously received and/or I am being charged for services originally paid for by the owner. (Check this box for petitions based on bad conditions/failure to repair.)",,2022-03-22
"CASE NUMBER:  L21-0067   
 Petition Number:  14975",001 024301400,423 7th Street,Marguerita Fa-Kaji,Ava Silveira,Property Owner,12-22-2021,03-07-2022,,,"ACTIVITY STATUS
DATE OF ACTIVITY
Petition submitted Submitted
12-22-2021
Updated Party Contact Information Submitted
12-27-2021
Analyst Assigned Completed
12-27-2021
Hearing Officer Assigned Completed
12-27-2021
Hearing date scheduled Completed
03-07-2022
Case assigned Completed
12-27-2021
Notice of case mailed Completed
12-28-2021
Other Notification sent
02-11-2022
Tenant Response Due Completed
01-20-2022",,"REASON
Exemption-New Construction",2022-03-22
"CASE NUMBER:  L21-0066   
 Petition Number:  14974",022 033801500,2247 Ivy Drive,Elan Lambert,Brittni Lothlen ,Property Owner,12-27-2021,04-19-2022,,,"ACTIVITY STATUS
DATE OF ACTIVITY
Petition submitted Submitted
12-27-2021
Updated Party Contact Information Submitted
12-27-2021
Updated Party Contact Information Submitted
12-27-2021
Updated Party Contact Information Submitted
12-27-2021
Updated Party Contact Information Submitted
12-27-2021
Updated Party Contact Information Submitted
12-27-2021
Analyst Assigned Completed
12-27-2021
Hearing Officer Assigned Completed
12-27-2021
Hearing date scheduled Completed
03-01-2022
Case assigned Completed
12-27-2021
Updated Party Contact Information Submitted
12-27-2021
Updated Party Contact Information Submitted
12-27-2021
Updated Party Contact Information Submitted
12-27-2021
Updated Party Contact Information Submitted
12-27-2021
Updated Party Contact Information Submitted
12-27-2021
Updated Party Contact Information Submitted
12-27-2021
Updated Party Contact Information Submitted
12-27-2021
Notice of case mailed Completed
12-28-2021
Hearing Date Rescheduled Completed
04-05-2022
Notice of Incomplete Petition Notification sent
02-18-2022
Notice of Settlement Conference and Hearing Notification sent
02-18-2022
Document(s) Submitted Submitted
03-02-2022
Hearing Date Rescheduled Completed
04-19-2022
Notice of Incomplete Petition Notification sent
03-04-2022
Document(s) Submitted Submitted
03-09-2022",,"REASON
Capital Improvements",2022-03-22
"CASE NUMBER:  L21-0065   
 Petition Number:  14973",010 078503900,350 Euclid Avenue,Marguerita Fa-Kaji,Ava Silveira,Property Owner,12-17-2021,03-02-2022,,,"ACTIVITY STATUS
DATE OF ACTIVITY
Petition submitted Submitted
12-17-2021
Updated Party Contact Information Submitted
12-27-2021
Updated Party Contact Information Submitted
12-27-2021
Analyst Assigned Completed
12-27-2021
Hearing Officer Assigned Completed
12-27-2021
Hearing date scheduled Completed
03-02-2022
Case assigned Completed
12-27-2021
Notice of case mailed Completed
12-28-2021
Deficient Notification sent
01-31-2022
Document(s) Submitted Submitted
01-31-2022
Tenant Response Due Action needed
01-21-2022
Other Notification sent
02-11-2022
Hearing Completed/Decision In-Process Submitted
03-02-2022",,"REASON
Capital Improvements",2022-03-22
"CASE NUMBER:  L22-0001   
 Petition Number:  14972",,11125 NOVELDA DR,Elan Lambert,Brittni Lothlen ,Property Owner,12-24-2021,,,,"ACTIVITY STATUS
DATE OF ACTIVITY
Petition submitted Submitted
12-24-2021
Deficient Completed
01-24-2022
Analyst Assigned Completed
01-24-2022
Hearing Officer Assigned Completed
01-24-2022
Case assigned Action needed
01-24-2022
Updated Party Contact Information Submitted
01-24-2022
Notice of Incomplete Petition Notification sent
02-04-2022",,"REASON
Exemption-Single Family Residence or Condominium -Costa Hawkins",2022-03-22
"CASE NUMBER:  T21-0223   
 Petition Number:  14971",,"5208 MANILA AV
9",Marguerita Fa-Kaji,Ava Silveira,Tenant,12-23-2021,03-01-2022,,,"ACTIVITY STATUS
DATE OF ACTIVITY
Petition submitted Submitted
12-23-2021
Additional documentation Submitted
12-23-2021
Analyst Assigned Completed
12-27-2021
Hearing Officer Assigned Completed
12-27-2021
Hearing date scheduled Completed
03-01-2022
Case assigned Completed
12-27-2021
Updated Party Contact Information Submitted
12-27-2021
Updated Party Contact Information Submitted
12-27-2021
Notice of case mailed Completed
12-28-2021
Owner Response Due Submitted
01-27-2022
Owner response submitted Action needed
01-11-2022
Updated Party Contact Information Submitted
01-12-2022
Document(s) Submitted Submitted
01-13-2022
Voluntary Dismissal Submitted
02-02-2022
Voluntary Dismissal Before Hearing Submitted
02-02-2022
Other Notification sent
02-02-2022","GROUNDS DESCRIPTION
Fewer housing services The property owner is providing me with fewer housing services than I previously received and/or I am being charged for services originally paid for by the owner. (Check this box for petitions based on bad conditions/failure to repair.)",,2022-03-22
"CASE NUMBER:  T21-0219   
 Petition Number:  14970",008 064704000,517 22nd Street,Linda Moroz,Robert Costa,Tenant,12-15-2021,,,,"ACTIVITY STATUS
DATE OF ACTIVITY
Petition submitted Submitted
12-15-2021
Deficient Completed
12-21-2021
Analyst Assigned Completed
12-21-2021
Hearing Officer Assigned Completed
12-21-2021
Case assigned Action needed
12-21-2021",GROUNDS DESCRIPTION,,2022-03-22
"CASE NUMBER:  T21-0215   
 Petition Number:  14969",014 123805800,5208 Manila Avenue,Marguerita Fa-Kaji,Ava Silveira,Tenant,12-13-2021,03-01-2022,,,"ACTIVITY STATUS
DATE OF ACTIVITY
Petition submitted Submitted
12-13-2021
Analyst Assigned Completed
12-21-2021
Hearing Officer Assigned Completed
12-21-2021
Hearing date scheduled Completed
03-01-2022
Case assigned Completed
12-21-2021
Notice of case mailed Completed
12-23-2021
Owner Response Due Action needed
01-17-2022
Owner response submitted Action needed
01-11-2022
Updated Party Contact Information Submitted
01-12-2022
Document(s) Submitted Submitted
01-13-2022
Voluntary Dismissal Submitted
02-02-2022
Voluntary Dismissal Before Hearing Submitted
02-02-2022
Other Notification sent
02-02-2022","GROUNDS DESCRIPTION
Fewer housing services The property owner is providing me with fewer housing services than I previously received and/or I am being charged for services originally paid for by the owner. (Check this box for petitions based on bad conditions/failure to repair.)",,2022-03-22
"CASE NUMBER:  T21-0222   
 Petition Number:  14968",,"1901 CLEVELAND ST
11",Marguerita Fa-Kaji,Ava Silveira,Tenant,12-21-2021,04-11-2022,,,"ACTIVITY STATUS
DATE OF ACTIVITY
Petition submitted Submitted
12-21-2021
Deficient Completed
12-27-2021
Analyst Assigned Completed
12-27-2021
Hearing Officer Assigned Completed
12-27-2021
Case assigned Action needed
12-27-2021
Updated Party Contact Information Submitted
12-27-2021
Updated Party Contact Information Submitted
12-27-2021
Updated Party Contact Information Submitted
12-27-2021
Additional documentation Submitted
12-28-2021
Deficient Completed
02-10-2022
Hearing date scheduled Completed
04-11-2022
Notice of case mailed Completed
02-11-2022
Additional documentation Submitted
02-24-2022
Additional documentation Submitted
02-24-2022
Owner Response Due Action needed
02-01-2022
Owner response submitted Submitted
03-02-2022
Updated Party Contact Information Submitted
03-04-2022
Updated Party Contact Information Submitted
03-04-2022
Updated Party Contact Information Submitted
03-04-2022
Updated Party Contact Information Submitted
03-04-2022
Updated Party Contact Information Submitted
03-04-2022
Updated Party Contact Information Submitted
03-04-2022
Administrative Decision Submitted
03-04-2022
Administrative Decision Notification sent
03-04-2022","GROUNDS DESCRIPTION
Code Violation I received a rent increase and do not believe I should have to pay it because a government agency has cited my unit for serious health, safety, fire, or building code violations. (You must attach copy of citation to petition.)",,2022-03-22
"CASE NUMBER:  T21-0221   
 Petition Number:  14967",,"4154 PIEDMONT AV
8",Linda Moroz,Robert Costa,Tenant,12-20-2021,03-02-2022,,,"ACTIVITY STATUS
DATE OF ACTIVITY
Petition submitted Submitted
12-20-2021
Analyst Assigned Completed
12-27-2021
Hearing Officer Assigned Completed
12-27-2021
Hearing date scheduled Completed
03-02-2022
Case assigned Completed
12-27-2021
Updated Party Contact Information Submitted
12-27-2021
Updated Party Contact Information Submitted
12-27-2021
Updated Party Contact Information Submitted
12-27-2021
Additional documentation Submitted
12-28-2021
Notice of case mailed Completed
12-28-2021
Owner response submitted Completed
01-27-2022
Updated Party Contact Information Submitted
01-28-2022
Updated Party Contact Information Submitted
01-28-2022
Additional documentation Submitted
02-15-2022
Other Completed
02-22-2022
Additional documentation Submitted
02-23-2022
Additional documentation Submitted
02-23-2022
Additional documentation Submitted
02-23-2022
Additional documentation Submitted
02-23-2022
Additional documentation Submitted
02-23-2022
Hearing Completed/Decision In-Process Completed
03-03-2022","GROUNDS DESCRIPTION
Code Violation I received a rent increase and do not believe I should have to pay it because a government agency has cited my unit for serious health, safety, fire, or building code violations. (You must attach copy of citation to petition.)
Fewer housing services The property owner is providing me with fewer housing services than I previously received and/or I am being charged for services originally paid for by the owner. (Check this box for petitions based on bad conditions/failure to repair.)",,2022-03-22
"CASE NUMBER:  T21-0220   
 Petition Number:  14966",,"394 ORANGE ST
#9",Elan Lambert,Brittni Lothlen ,Tenant,12-15-2021,,,,"ACTIVITY STATUS
DATE OF ACTIVITY
Petition submitted Submitted
12-15-2021
Additional documentation Submitted
12-16-2021
Additional documentation Submitted
12-16-2021
Additional documentation Submitted
12-16-2021
Additional documentation Submitted
12-16-2021
Additional documentation Submitted
12-16-2021
Additional documentation Submitted
12-16-2021
Additional documentation Submitted
12-16-2021
Additional documentation Submitted
12-16-2021
Additional documentation Submitted
12-16-2021
Deficient Completed
12-21-2021
Analyst Assigned Completed
12-21-2021
Hearing Officer Assigned Completed
12-21-2021
Case assigned Action needed
12-21-2021
Updated Party Contact Information Submitted
12-21-2021
Updated Party Contact Information Submitted
12-21-2021
Updated Party Contact Information Submitted
12-21-2021
Additional documentation Submitted
12-23-2021
Additional documentation Submitted
12-23-2021
Deficiency Letter Mailed Notification sent
12-30-2021
Involuntary Dismissal In-process
02-01-2022
Involuntary Dismissal Completed
02-04-2022
Appeal Due Action needed
02-24-2022","GROUNDS DESCRIPTION
Allowable Amount I received a rent increase above the allowable amount.",,2022-03-22
"CASE NUMBER:  L21-0063   
 Petition Number:  14965",,629 East 19th Street,Elan Lambert,Brittni Lothlen ,Property Owner,12-15-2021,05-17-2022,,,"ACTIVITY STATUS
DATE OF ACTIVITY
Petition submitted Submitted
12-15-2021
Updated Party Contact Information Submitted
12-15-2021
Updated Party Contact Information Submitted
12-15-2021
Updated Party Contact Information Submitted
12-15-2021
Updated Party Contact Information Submitted
12-15-2021
Updated Party Contact Information Submitted
12-15-2021
Updated Party Contact Information Submitted
12-15-2021
Updated Party Contact Information Submitted
12-15-2021
Updated Party Contact Information Submitted
12-15-2021
Updated Party Contact Information Submitted
12-15-2021
Updated Party Contact Information Submitted
12-15-2021
Updated Party Contact Information Submitted
12-15-2021
Updated Party Contact Information Submitted
12-15-2021
Updated Party Contact Information Submitted
12-15-2021
Updated Party Contact Information Submitted
12-15-2021
Updated Party Contact Information Submitted
12-15-2021
Updated Party Contact Information Submitted
12-15-2021
Updated Party Contact Information Submitted
12-15-2021
Updated Party Contact Information Submitted
12-15-2021
Updated Party Contact Information Submitted
12-15-2021
Updated Party Contact Information Submitted
12-15-2021
Updated Party Contact Information Submitted
12-15-2021
Updated Party Contact Information Submitted
12-15-2021
Updated Party Contact Information Submitted
12-15-2021
Updated Party Contact Information Submitted
12-15-2021
Updated Party Contact Information Submitted
12-15-2021
Updated Party Contact Information Submitted
12-15-2021
Updated Party Contact Information Submitted
12-15-2021
Updated Party Contact Information Submitted
12-15-2021
Updated Party Contact Information Submitted
12-15-2021
Updated Party Contact Information Submitted
12-15-2021
Updated Party Contact Information Submitted
12-15-2021
Updated Party Contact Information Submitted
12-15-2021
Updated Party Contact Information Submitted
12-15-2021
Updated Party Contact Information Submitted
12-15-2021
Updated Party Contact Information Submitted
12-15-2021
Analyst Assigned Completed
12-15-2021
Hearing Officer Assigned Completed
12-15-2021
Hearing date scheduled Completed
02-09-2022
Case assigned Completed
12-15-2021
Notice of case mailed Completed
12-16-2021
Updated Party Contact Information Submitted
12-16-2021
Updated Party Contact Information Submitted
12-16-2021
Updated Party Contact Information Submitted
12-16-2021
Updated Party Contact Information Submitted
12-16-2021
Updated Party Contact Information Submitted
12-16-2021
Updated Party Contact Information Submitted
12-16-2021
Updated Party Contact Information Submitted
12-16-2021
Updated Party Contact Information Submitted
12-16-2021
Updated Party Contact Information Submitted
12-16-2021",,"REASON
Capital Improvements",2022-03-22
"CASE NUMBER:  T21-0218   
 Petition Number:  14964",,979 39TH ST,Marguerita Fa-Kaji,Ava Silveira,Tenant,12-14-2021,05-31-2022,,,"ACTIVITY STATUS
DATE OF ACTIVITY
Petition submitted Submitted
12-14-2021
Deficient Completed
12-21-2021
Analyst Assigned Completed
12-21-2021
Hearing Officer Assigned Completed
12-21-2021
Case assigned Action needed
12-21-2021
Updated Party Contact Information Submitted
12-21-2021
Updated Party Contact Information Submitted
12-21-2021
Document(s) Submitted Submitted
01-04-2022
Owner Response Due Action needed
02-08-2022
Deficient Completed
02-16-2022
Hearing date scheduled Completed
05-31-2022
Notice of case mailed Completed
02-24-2022","GROUNDS DESCRIPTION
Notice to Tenants  I received a rent increase that I believe is unlawful because I was not given proper notice, was not properly served, and/or was not provided with the required RAP Notice (“Notice to Tenants of the Residential Rent Adjustment Program”).
Fewer housing services The property owner is providing me with fewer housing services than I previously received and/or I am being charged for services originally paid for by the owner. (Check this box for petitions based on bad conditions/failure to repair.)",,2022-03-22
"CASE NUMBER:  L21-0061   
 Petition Number:  14963",020 013500402,1439 7th Avenue,Elan Lambert,Brittni Lothlen ,Property Owner,11-17-2021,03-08-2022,,,"ACTIVITY STATUS
DATE OF ACTIVITY
Petition submitted Submitted
11-17-2021
Updated Party Contact Information Submitted
12-14-2021
Updated Party Contact Information Submitted
12-14-2021
Updated Party Contact Information Submitted
12-14-2021
Updated Party Contact Information Submitted
12-14-2021
Analyst Assigned Completed
12-14-2021
Hearing Officer Assigned Completed
12-14-2021
Hearing date scheduled Completed
02-08-2022
Case assigned Completed
12-14-2021
Notice of case mailed Completed
12-16-2021
Other Notification sent
01-07-2022
Hearing Date Rescheduled Completed
03-08-2022
Notice of Incomplete Petition Notification sent
01-21-2022
Amended Notice of Hearing  Notification sent
01-21-2022
Updated Party Contact Information Submitted
01-27-2022
Document(s) Submitted Submitted
02-09-2022
Administrative Decision In-process
03-01-2022
Administrative Decision Completed
03-03-2022
Appeal Due Action needed
03-23-2022",,"REASON
Capital Improvements
Uninsured Repair Costs
Increased Housing Service Costs
Fair Return",2022-03-22
"CASE NUMBER:  T22-0018   
 Petition Number:  15013",037A277901500,6853 Simson Street,Marguerita Fa-Kaji,Ava Silveira,Tenant,12-29-2021,04-13-2022,,,"ACTIVITY STATUS
DATE OF ACTIVITY
Petition submitted Submitted
12-29-2021
Analyst Assigned Completed
02-16-2022
Hearing Officer Assigned Completed
02-16-2022
Hearing date scheduled Completed
04-13-2022
Case assigned Completed
02-16-2022
Updated Party Contact Information Submitted
02-16-2022
Notice of case mailed Completed
02-24-2022
Other Notification sent
03-04-2022","GROUNDS DESCRIPTION
Fewer housing services The property owner is providing me with fewer housing services than I previously received and/or I am being charged for services originally paid for by the owner. (Check this box for petitions based on bad conditions/failure to repair.)",,2022-03-22
