header,apn,address,hearing_officer,program_analyst,petition_type,date_filed,hearing_date,mediation_date,appeal_hearing_date,case_progress,grounds_tenant,grounds_landlord,date_scraped
"CASE NUMBER:  T03-0150   
 Petition Number:  8993",,1581 Madison Street #42,,Connie Taylor,Tenant,04-23-2003,,,,"Activity
Petition submitted
Status
Completed
Date of Activity
02-13-2018
Activity
Notice of case mailed
Status
Completed
Date of Activity
02-13-2018
Activity
Last Day to Respond
Status
Completed
Date of Activity
02-13-2018
Activity
Tenant response submitted
Status
Completed
Date of Activity
02-13-2018
Activity
Hearing Decision
Status
Completed
Date of Activity
02-13-2018
Activity
Case closed
Status
Completed
Date of Activity
02-13-2018
Activity
Appeal Due
Status
Completed
Date of Activity
02-13-2018","Grounds
Description",,2022-03-26
"CASE NUMBER:  T03-0136   
 Petition Number:  8992",,255 Jayne Aenue,,Connie Taylor,Tenant,04-07-2003,,,,"Activity
Petition submitted
Status
Completed
Date of Activity
02-13-2018
Activity
Notice of case mailed
Status
Completed
Date of Activity
02-13-2018
Activity
Last Day to Respond
Status
Completed
Date of Activity
02-13-2018
Activity
Hearing Decision
Status
Completed
Date of Activity
02-13-2018
Activity
Case closed
Status
Completed
Date of Activity
02-13-2018
Activity
Appeal Due
Status
Completed
Date of Activity
02-13-2018","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0271   
 Petition Number:  8991",,383 MacArthur Blvd #215,,,Tenant,08-22-2000,04-17-2001,,04-03-2002,"Activity
Petition submitted
Status
Completed
Date of Activity
02-13-2018
Activity
Tenant response submitted
Status
Completed
Date of Activity
02-13-2018
Activity
Hearing date scheduled
Status
Completed
Date of Activity
04-17-2001
Activity
Rent Board Decision
Status
Completed
Date of Activity
02-13-2018
Activity
Hearing Decision
Status
Completed
Date of Activity
02-13-2018
Activity
Case closed
Status
Completed
Date of Activity
02-13-2018
Activity
Appeal Due
Status
Completed
Date of Activity
02-13-2018
Activity
Appeal submitted
Status
Completed
Date of Activity
02-13-2018
Activity
Appeal Date Scheduled
Status
Completed
Date of Activity
06-27-2002","Grounds
Description",,2022-03-26
"CASE NUMBER:  M04-0001   
 Petition Number:  8990",,2730 School St,Stephen Kasdin,,Tenant,01-01-2004,,,,"Activity
Petition submitted
Status
Completed
Date of Activity
02-13-2018
Activity
Hearing Decision
Status
Completed
Date of Activity
02-13-2018
Activity
Case closed
Status
Completed
Date of Activity
02-13-2018
Activity
Appeal Due
Status
Completed
Date of Activity
02-13-2018
Activity
Case closed
Status
Completed
Date of Activity
08-06-2020
Activity
Analyst Assigned
Status
Completed
Date of Activity
08-06-2020
Activity
Case closed
Status
Completed
Date of Activity
08-06-2020","Grounds
Description",,2022-03-26
"CASE NUMBER:     
 Petition Number:  8961",,3525 Mangeles Avenue,,,Tenant,07-31-2001,,,,"Activity
Petition submitted
Status
Completed
Date of Activity
02-13-2018
Activity
Hearing Decision
Status
Completed
Date of Activity
02-13-2018
Activity
Case closed
Status
Completed
Date of Activity
02-13-2018
Activity
Appeal Due
Status
Completed
Date of Activity
02-13-2018","Grounds
Description",,2022-03-26
"CASE NUMBER:  T09-0219   
 Petition Number:  8042",,"2917 Morgan Avenue #3
#3",Barbara Kong-Brown,Connie Taylor,Tenant,12-23-2009,02-25-2010,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Notice of case mailed
Status
Completed
Date of Activity
12-21-2017
Activity
Last Day to Respond
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
02-25-2010
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Rent Increase Exceeds CPI or more than 10%
Description
b) The increase (or increases) exceeds the CPI Adjustment and is unjustified, or is greater than 10%.",,2022-03-26
"CASE NUMBER:  T09-0218   
 Petition Number:  8041",,"366 Bellevue Avenue #107
#107",Barbara Kong-Brown,Keith Mason,Tenant,12-23-2009,02-24-2010,,04-06-2010,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Notice of case mailed
Status
Completed
Date of Activity
12-21-2017
Activity
Last Day to Respond
Status
Completed
Date of Activity
12-21-2017
Activity
Tenant response submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Response Mailed
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
02-24-2010
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Appeal submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Appeal Date Scheduled
Status
Completed
Date of Activity
05-13-2010
Activity
Appeal Hearing Date
Status
Completed
Date of Activity
12-21-2017
Activity
Rent Board Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Rent Increase Exceeds CPI or more than 10%
Description
b) The increase (or increases) exceeds the CPI Adjustment and is unjustified, or is greater than 10%.",,2022-03-26
"CASE NUMBER:  T09-0217   
 Petition Number:  8040",,"366 Bellevue Avenue #207
#207",Barbara Kong-Brown,Keith Mason,Tenant,12-23-2009,02-24-2010,,04-06-2010,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Notice of case mailed
Status
Completed
Date of Activity
12-21-2017
Activity
Last Day to Respond
Status
Completed
Date of Activity
12-21-2017
Activity
Tenant response submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Response Mailed
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
02-24-2010
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Appeal submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Appeal Date Scheduled
Status
Completed
Date of Activity
05-13-2010
Activity
Appeal Hearing Date
Status
Completed
Date of Activity
12-21-2017
Activity
Rent Board Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Rent Increase Exceeds CPI or more than 10%
Description
b) The increase (or increases) exceeds the CPI Adjustment and is unjustified, or is greater than 10%.",,2022-03-26
"CASE NUMBER:  T09-0216   
 Petition Number:  8039",,"924 E 23rd Street #A
#A",Stephen Kasdin,Keith Mason,Tenant,12-23-2009,02-22-2010,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Notice of case mailed
Status
Completed
Date of Activity
12-21-2017
Activity
Last Day to Respond
Status
Completed
Date of Activity
12-21-2017
Activity
Tenant response submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
02-22-2010
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Rent Increase Exceeds CPI or more than 10%
Description
b) The increase (or increases) exceeds the CPI Adjustment and is unjustified, or is greater than 10%.
Grounds
Second Increase in 12 months
Description
g) The increase I am contesting is the second increase in my rent in a 12-month period.",,2022-03-26
"CASE NUMBER:  T09-0215   
 Petition Number:  8038",,"924 E 23rd Street #C
#C",Stephen Kasdin,Keith Mason,Tenant,12-22-2009,02-22-2010,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Notice of case mailed
Status
Completed
Date of Activity
12-21-2017
Activity
Last Day to Respond
Status
Completed
Date of Activity
12-21-2017
Activity
Tenant response submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
02-22-2010
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Rent Increase Exceeds CPI or more than 10%
Description
b) The increase (or increases) exceeds the CPI Adjustment and is unjustified, or is greater than 10%.
Grounds
Decrease in Services
Description
i) My property owner is providing me with fewer housing services than I previously received or is charging me for services originally paid by the owner. (OMC 8.22.070(F): A decrease in housing services is considered an increase in rent. A tenant may petition for a rent adjustment based on a decrease in housing services.)",,2022-03-26
"CASE NUMBER:  T09-0214   
 Petition Number:  8037",,"918 E. 23rd Street #C
#C",Stephen Kasdin,Keith Mason,Tenant,12-21-2009,02-22-2010,,,"Activity
Notice of case mailed
Status
Completed
Date of Activity
12-21-2017
Activity
Last Day to Respond
Status
Completed
Date of Activity
12-21-2017
Activity
Tenant response submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
02-22-2010
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Involuntary Dismissal
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017
Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017","Grounds
Rent Increase Exceeds CPI or more than 10%
Description
b) The increase (or increases) exceeds the CPI Adjustment and is unjustified, or is greater than 10%.
Grounds
Costa Hawkins Violation
Description
n) The rent was raised illegally after the unit was vacated (Costa-Hawkins violation) as set forth under OMC 8.22.080)
Grounds
No RAP Notice at Inception or 6 Months Prior
Description
e) The property owner did not give me the required form “Notice of the Rent Adjustment Program” at least 6 months before the effective date of the rent increase(s).",,2022-03-26
"CASE NUMBER:  T09-0213   
 Petition Number:  8036",,"918 E. 23rd Street #A
#A",Stephen Kasdin,Keith Mason,Tenant,12-21-2009,02-22-2010,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Notice of case mailed
Status
Completed
Date of Activity
12-21-2017
Activity
Last Day to Respond
Status
Completed
Date of Activity
12-21-2017
Activity
Tenant response submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
02-22-2010
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Rent Increase Exceeds CPI or more than 10%
Description
b) The increase (or increases) exceeds the CPI Adjustment and is unjustified, or is greater than 10%.
Grounds
Decrease in Services
Description
i) My property owner is providing me with fewer housing services than I previously received or is charging me for services originally paid by the owner. (OMC 8.22.070(F): A decrease in housing services is considered an increase in rent. A tenant may petition for a rent adjustment based on a decrease in housing services.)",,2022-03-26
"CASE NUMBER:  T09-0212   
 Petition Number:  8035",,"924 E 23rd Street #D
#D",Stephen Kasdin,Keith Mason,Tenant,12-16-2009,02-22-2010,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Notice of case mailed
Status
Completed
Date of Activity
12-21-2017
Activity
Last Day to Respond
Status
Completed
Date of Activity
12-21-2017
Activity
Tenant response submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
02-22-2010
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Rent Increase Exceeds CPI or more than 10%
Description
b) The increase (or increases) exceeds the CPI Adjustment and is unjustified, or is greater than 10%.",,2022-03-26
"CASE NUMBER:  T09-0211   
 Petition Number:  8034",,"222 Oakland Avenue #A
#A",Barbara Kong-Brown,Connie Taylor,Tenant,12-15-2009,02-16-2010,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Notice of case mailed
Status
Completed
Date of Activity
12-21-2017
Activity
Last Day to Respond
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
02-16-2010
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Rent Increase Exceeds CPI or more than 10%
Description
b) The increase (or increases) exceeds the CPI Adjustment and is unjustified, or is greater than 10%.
Grounds
No Concurrent RAP Notice
Description
d) No written notice of Rent Program was given to me together with the notice of increase(s) I am contesting. (Only for increases noticed after July 26, 2000.)
Grounds
No RAP Notice at Inception or 6 Months Prior
Description
e) The property owner did not give me the required form “Notice of the Rent Adjustment Program” at least 6 months before the effective date of the rent increase(s).",,2022-03-26
"CASE NUMBER:  T09-0210   
 Petition Number:  8033",,"521 Prince Street #5
#5",Barbara Kong-Brown,Keith Mason,Tenant,12-09-2009,02-10-2010,,05-06-2010,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Notice of case mailed
Status
Completed
Date of Activity
12-21-2017
Activity
Last Day to Respond
Status
Completed
Date of Activity
12-21-2017
Activity
Tenant response submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Response Mailed
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
02-10-2010
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Appeal submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Appeal Date Scheduled
Status
Completed
Date of Activity
12-09-2010
Activity
Appeal Hearing Date
Status
Completed
Date of Activity
12-21-2017
Activity
Rent Board Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Rent Increase Exceeds CPI or more than 10%
Description
b) The increase (or increases) exceeds the CPI Adjustment and is unjustified, or is greater than 10%.
Grounds
Decrease in Services
Description
i) My property owner is providing me with fewer housing services than I previously received or is charging me for services originally paid by the owner. (OMC 8.22.070(F): A decrease in housing services is considered an increase in rent. A tenant may petition for a rent adjustment based on a decrease in housing services.)
Grounds
Second Increase in 12 months
Description
g) The increase I am contesting is the second increase in my rent in a 12-month period.",,2022-03-26
"CASE NUMBER:  T06-0332   
 Petition Number:  9003",,"3015 Myrtle St., #2",Barbara Kong-Brown,Connie Taylor,Tenant,12-06-2006,01-29-2007,,,"Activity
Petition submitted
Status
Completed
Date of Activity
02-13-2018
Activity
Notice of case mailed
Status
Completed
Date of Activity
02-13-2018
Activity
Last Day to Respond
Status
Completed
Date of Activity
02-13-2018
Activity
Tenant response submitted
Status
Completed
Date of Activity
02-13-2018
Activity
Response Mailed
Status
Completed
Date of Activity
02-13-2018
Activity
Hearing date scheduled
Status
Completed
Date of Activity
01-29-2007
Activity
Involuntary Dismissal
Status
Completed
Date of Activity
02-13-2018
Activity
Case closed
Status
Completed
Date of Activity
02-13-2018
Activity
Appeal Due
Status
Completed
Date of Activity
02-13-2018","Grounds
Rent Increase Exceeds CPI or more than 10%
Description
b) The increase (or increases) exceeds the CPI Adjustment and is unjustified, or is greater than 10%.
Grounds
No Summary Provided
Description
m)  The owner did not give me justification(s) for the rent increase(s) despite my written request.
Grounds
No Concurrent RAP Notice
Description
d) No written notice of Rent Program was given to me together with the notice of increase(s) I am contesting. (Only for increases noticed after July 26, 2000.)
Grounds
No RAP Notice at Inception or 6 Months Prior
Description
e) The property owner did not give me the required form “Notice of the Rent Adjustment Program” at least 6 months before the effective date of the rent increase(s).",,2022-03-26
"CASE NUMBER:  T09-0208   
 Petition Number:  8031",,"521 Prince Street #2
#2",Barbara Kong-Brown,Keith Mason,Tenant,12-08-2009,02-10-2010,,05-06-2010,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Notice of case mailed
Status
Completed
Date of Activity
12-21-2017
Activity
Last Day to Respond
Status
Completed
Date of Activity
12-21-2017
Activity
Tenant response submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Response Mailed
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
02-10-2010
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Appeal submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Appeal Date Scheduled
Status
Completed
Date of Activity
12-09-2010
Activity
Appeal Hearing Date
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Rent Increase Exceeds CPI or more than 10%
Description
b) The increase (or increases) exceeds the CPI Adjustment and is unjustified, or is greater than 10%.
Grounds
Decrease in Services
Description
i) My property owner is providing me with fewer housing services than I previously received or is charging me for services originally paid by the owner. (OMC 8.22.070(F): A decrease in housing services is considered an increase in rent. A tenant may petition for a rent adjustment based on a decrease in housing services.)
Grounds
Second Increase in 12 months
Description
g) The increase I am contesting is the second increase in my rent in a 12-month period.",,2022-03-26
"CASE NUMBER:  T09-0207   
 Petition Number:  8030",,5825 Keith Avenue,Stephen Kasdin,Connie Taylor,Tenant,12-08-2009,02-04-2010,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Notice of case mailed
Status
Completed
Date of Activity
12-21-2017
Activity
Last Day to Respond
Status
Completed
Date of Activity
12-21-2017
Activity
Tenant response submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Response Mailed
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
02-04-2010
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Rent Increase Exceeds CPI or more than 10%
Description
b) The increase (or increases) exceeds the CPI Adjustment and is unjustified, or is greater than 10%.
Grounds
No Concurrent RAP Notice
Description
d) No written notice of Rent Program was given to me together with the notice of increase(s) I am contesting. (Only for increases noticed after July 26, 2000.)
Grounds
No RAP Notice at Inception or 6 Months Prior
Description
e) The property owner did not give me the required form “Notice of the Rent Adjustment Program” at least 6 months before the effective date of the rent increase(s).
Grounds
Decrease in Services
Description
i) My property owner is providing me with fewer housing services than I previously received or is charging me for services originally paid by the owner. (OMC 8.22.070(F): A decrease in housing services is considered an increase in rent. A tenant may petition for a rent adjustment based on a decrease in housing services.)",,2022-03-26
"CASE NUMBER:  T09-0206   
 Petition Number:  8029",,981 61st Street,Stephen Kasdin,Keith Mason,Tenant,12-04-2009,03-15-2010,,02-10-2010,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Notice of case mailed
Status
Completed
Date of Activity
12-21-2017
Activity
Last Day to Respond
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
03-15-2010
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Appeal submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Rent Increase Exceeds CPI or more than 10%
Description
b) The increase (or increases) exceeds the CPI Adjustment and is unjustified, or is greater than 10%.
Grounds
No RAP Notice at Inception or 6 Months Prior
Description
e) The property owner did not give me the required form “Notice of the Rent Adjustment Program” at least 6 months before the effective date of the rent increase(s).",,2022-03-26
"CASE NUMBER:  T09-0205   
 Petition Number:  8028",,5005 Congress Avenue,Barbara Kong-Brown,Connie Taylor,Tenant,11-25-2009,02-01-2010,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Notice of case mailed
Status
Completed
Date of Activity
12-21-2017
Activity
Last Day to Respond
Status
Completed
Date of Activity
12-21-2017
Activity
Tenant response submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
02-01-2010
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Decrease in Services
Description
i) My property owner is providing me with fewer housing services than I previously received or is charging me for services originally paid by the owner. (OMC 8.22.070(F): A decrease in housing services is considered an increase in rent. A tenant may petition for a rent adjustment based on a decrease in housing services.)",,2022-03-26
"CASE NUMBER:  T09-0204   
 Petition Number:  8027",,"274 Euclid Street #15
#15",Barbara Kong-Brown,,Tenant,11-25-2009,03-02-2010,,03-23-2010,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Notice of case mailed
Status
Completed
Date of Activity
12-21-2017
Activity
Last Day to Respond
Status
Completed
Date of Activity
12-21-2017
Activity
Tenant response submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
03-02-2010
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Appeal submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Appeal Date Scheduled
Status
Completed
Date of Activity
05-13-2010
Activity
Appeal Hearing Date
Status
Completed
Date of Activity
12-21-2017
Activity
Rent Board Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Involuntary Dismissal
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Rent Increase Exceeds CPI or more than 10%
Description
b) The increase (or increases) exceeds the CPI Adjustment and is unjustified, or is greater than 10%.
Grounds
No Concurrent RAP Notice
Description
d) No written notice of Rent Program was given to me together with the notice of increase(s) I am contesting. (Only for increases noticed after July 26, 2000.)
Grounds
No RAP Notice at Inception or 6 Months Prior
Description
e) The property owner did not give me the required form “Notice of the Rent Adjustment Program” at least 6 months before the effective date of the rent increase(s).
Grounds
Decrease in Services
Description
i) My property owner is providing me with fewer housing services than I previously received or is charging me for services originally paid by the owner. (OMC 8.22.070(F): A decrease in housing services is considered an increase in rent. A tenant may petition for a rent adjustment based on a decrease in housing services.)",,2022-03-26
